,역번호,역사명,노선번호,노선명,환승역구분,환승노선번호,환승노선명,역위도,역경도,주소,시도코드,시군구코드,법정동코드,환승노선개수
193,111,쌍촌역,S2901,광주도시철도 1호선,일반역,,,35.151793,126.869519,광주광역시 서구,24,24020,2914000000,0
194,111,이촌역,k0205,경의중앙선,환승역,,경의중앙/4,37.522476,126.973816,서울특별시 용산구,11,11030,1117000000,1
195,111,지내역,L4801,부산-김해경전철,일반역,,,35.227492,128.923782,경상남도 김해시,38,38070,4825000000,0
196,111,회룡역,k0205,경원선,환승역,,경원/경전철,37.724037,127.047319,경기도 의정부시,31,31030,4115000000,1
197,111,시청,S3001,대전도시철도 1호선,일반역,,,36.351673,127.386739,대전광역시 서구,25,25030,3017000000,0
198,111,남포역,S2601,부산도시철도 1호선,일반역,,,35.097953,129.034869,부산광역시 중구,21,21010,2611000000,0
199,111,지내역,L4801,부산-김해경전철,일반역,,,35.227492,128.923782,경상남도 김해시,38,38070,4825000000,0
200,112,김해대학역,L4801,부산-김해경전철,일반역,,,35.229015,128.915561,경상남도 김해시,38,38070,4825000000,0
201,112,운천역,S2901,광주도시철도 1호선,일반역,,,35.150486,126.858694,광주광역시 서구,24,24020,2914000000,0
202,112,정부청사,S3001,대전도시철도 1호선,일반역,,,36.357661,127.381047,대전광역시 서구,25,25030,3017000000,0
203,112,중앙역,S2601,부산도시철도 1호선,일반역,,,35.103837,129.036371,부산광역시 중구,21,21010,2611000000,0
204,112,서빙고역,k0203,경의중앙선,일반역,,,37.51961,126.988358,서울특별시 용산구,11,11030,1117000000,0
205,112,김해대학역,L4801,부산-김해경전철,일반역,,,35.229015,128.915561,경상남도 김해시,38,38070,4825000000,0
206,112,망월사역,k0205,경원선,일반역,,,37.710499,127.047361,경기도 의정부시,31,31030,4115000000,0
207,113,부산역,S2601,부산도시철도 1호선,일반역,,,35.115224,129.0397,부산광역시 동구,21,21030,2617000000,0
208,113,인제대역,L4801,부산-김해경전철,일반역,,,35.2281,128.901761,경상남도 김해시,38,38070,4825000000,0
209,113,상무역,S2901,광주도시철도 1호선,일반역,,,35.146784,126.848641,광주광역시 서구,24,24020,2914000000,0
210,113,인제대역,L4801,부산-김해경전철,일반역,,,35.22810117,128.901761,경상남도 김해시,38,38070,4825000000,0
211,113,한남역,k0205,경의중앙선,일반역,,,37.529361,127.008984,서울특별시 용산구,11,11030,1117000000,0
212,113,도봉산역,k0205,경원선,환승역,,경원/7,37.689603,127.046347,서울특별시 도봉구,11,11100,1132000000,1
213,113,갈마,S3001,대전도시철도 1호선,일반역,,,36.357522,127.372632,대전광역시 서구,25,25030,3017000000,0
214,114,도봉역,k0205,경원선,일반역,,,37.679441,127.045521,서울특별시 도봉구,11,11100,1132000000,0
215,114,김대중컨벤션센터(마륵)역,S2901,광주도시철도 1호선,일반역,,,35.143214,126.841442,광주광역시 서구,24,24020,2914000000,0
216,114,월평,S3001,대전도시철도 1호선,일반역,,,36.358272,127.364382,대전광역시 서구,25,25030,3017000000,0
217,114,초량역,S2601,부산도시철도 1호선,일반역,,,35.121168,129.043039,부산광역시 동구,21,21030,2617000000,0
218,114,김해시청역,L4801,부산-김해경전철,일반역,,,35.227077,128.890425,경상남도 김해시,38,38070,4825000000,0
219,114,김해시청역,L4801,부산-김해경전철,일반역,,,35.227077,128.890425,경상남도 김해시,38,38070,4825000000,0
220,114,옥수역,k0205,경의중앙선,환승역,,경의중앙/3,37.540514,127.018698,서울특별시 성동구,11,11040,1120000000,1
221,115,부원역,L4801,부산-김해경전철,일반역,,,35.226489,128.8839018,경상남도 김해시,38,38070,4825000000,0
222,115,부산진역,S2601,부산도시철도 1호선,일반역,,,35.127787,129.047894,부산광역시 동구,21,21030,2617000000,0
223,115,방학역,k0205,경원선,일반역,,,37.667471,127.044295,서울특별시 도봉구,11,11100,1132000000,0
224,115,부원역,L4801,부산-김해경전철,일반역,,,35.226489,128.884,경상남도 김해시,38,38070,4825000000,0
225,115,설화명곡,S2701,대구 도시철도 1호선,일반역,,,35.7987183,128.4893178,대구광역시 달성군,22,22310,2771000000,0
226,115,응봉역,k0205,경의중앙선,일반역,,,37.550433,127.034824,서울특별시 성동구,11,11040,1120000000,0
227,115,공항역,S2901,광주도시철도 1호선,일반역,,,35.144179,126.8112104,광주광역시 광산구,24,24050,2920000000,0
228,115,갑천,S3001,대전도시철도 1호선,일반역,,,36.354578,127.354467,대전광역시 서구,25,25030,3017000000,0
229,116,왕십리역,k0205,경의중앙선,환승역,k0205+k0304,경의중앙/분당/2/5,37.561128,127.035505,서울특별시 성동구,11,11040,1120000000,1
230,116,유성온천,S3001,대전도시철도 1호선,일반역,,,36.353689,127.341524,대전광역시 유성구,25,25040,3020000000,0
231,116,송정공원역,S2901,광주도시철도 1호선,일반역,,,35.143565,126.799245,광주광역시 광산구,24,24050,2920000000,0
232,116,화원,S2701,대구 도시철도 1호선,일반역,,,35.8043566,128.5004042,대구광역시 달성군,22,22310,2771000000,0
233,116,창동역,k0205,경원선,환승역,,경원/4,37.653181,127.047663,서울특별시 도봉구,11,11100,1132000000,1
234,116,좌천역,S2601,부산도시철도 1호선,일반역,,,35.134361,129.054455,부산광역시 동구,21,21030,2617000000,0
235,116,부산원동역,k0211,동해선,일반역,,,35.362703,128.920499,부산광역시 동래구,21,21060,2626000000,0
236,116,봉황역,L4801,부산-김해경전철,일반역,,,35.227266,128.874381,경상남도 김해시,38,38070,4825000000,0
237,116,봉황역,L4801,부산-김해경전철,일반역,,,35.227266,128.874381,경상남도 김해시,38,38070,4825000000,0
238,117,구암,S3001,대전도시철도 1호선,일반역,,,36.356605,127.33083,대전광역시 유성구,25,25040,3020000000,0
239,117,청량리역,k0205,경의중앙선,환승역,k0205+k0210,경원/경춘/1,37.580543,127.046516,서울특별시 동대문구,11,11060,1123000000,1
240,117,대곡,S2701,대구 도시철도 1호선,일반역,,,35.809497,128.510391,대구광역시 달서구,22,22070,2729000000,0
241,117,수로왕릉역,L4801,부산-김해경전철,일반역,,,35.232824,128.872207,경상남도 김해시,38,38070,4825000000,0
242,117,수로왕릉역,L4801,부산-김해경전철,일반역,,,35.232824,128.872207,경상남도 김해시,38,38070,4825000000,0
243,117,범일역,S2601,부산도시철도 1호선,일반역,,,35.140952,129.059352,부산광역시 동구,21,21030,2617000000,0
244,117,광주송정역,S2901,광주도시철도 1호선,일반역,,,35.137529,126.791488,광주광역시 광산구,24,24050,2920000000,0
245,117,녹천역,k0205,경원선,일반역,,,37.644599,127.051406,서울특별시 도봉구,11,11100,1132000000,0
246,118,현충원,S3001,대전도시철도 1호선,일반역,,,36.359021,127.321525,대전광역시 유성구,25,25040,3020000000,0
247,118,범내골역,S2601,부산도시철도 1호선,일반역,,,35.1474,129.059261,부산광역시 부산진구,21,21050,2623000000,0
248,118,박물관역,L4801,부산-김해경전철,일반역,,,35.240072,128.871905,경상남도 김해시,38,38070,4825000000,0
249,118,박물관역,L4801,부산-김해경전철,일반역,,,35.240072,128.871905,경상남도 김해시,38,38070,4825000000,0
250,118,도산역,S2901,광주도시철도 1호선,일반역,,,35.131713,126.787942,광주광역시 광산구,24,24050,2920000000,0
251,118,진천,S2701,대구 도시철도 1호선,일반역,,,35.813826,128.520397,대구광역시 달서구,22,22070,2729000000,0
252,118,월계역,k0205,경원선,일반역,,,37.633114,127.058835,서울특별시 노원구,11,11110,1135000000,0
253,119,서면역(1호선),S2601,부산도시철도 1호선,환승역,S2601+S2602,부산도시철도 1호선+부산도시철도 2호선,35.158282,129.059556,부산광역시 부산진구,21,21050,2623000000,2
254,119,광운대역,k0205,경원선,환승역,,경춘/1,37.623635,127.061975,서울특별시 노원구,11,11110,1135000000,1
255,119,연지공원역,L4801,부산-김해경전철,일반역,,,35.2496,128.869287,경상남도 김해시,38,38070,4825000000,0
256,119,연지공원역,L4801,부산-김해경전철,일반역,,,35.24965843,128.869287,경상남도 김해시,38,38070,4825000000,0
257,119,중랑역,k0212,경의중앙선,환승역,k0212+k0210,경의중앙/경춘,37.594948,127.076152,서울특별시 중랑구,11,11070,1126000000,1
258,119,평동역,S2901,광주도시철도 1호선,일반역,,,35.1245829,126.769586,광주광역시 광산구,24,24050,2920000000,0
259,119,월배,S2701,대구 도시철도 1호선,일반역,,,35.816276,128.528392,대구광역시 달서구,22,22070,2729000000,0
260,119,월드컵경기장,S3001,대전도시철도 1호선,일반역,,,36.366825,127.317859,대전광역시 유성구,25,25040,3020000000,0
261,120,노은,S3001,대전도시철도 1호선,일반역,,,36.37415,127.317835,대전광역시 유성구,25,25040,3020000000,0
262,120,장신대역,L4801,부산-김해경전철,일반역,,,35.259544,128.867202,경상남도 김해시,38,38070,4825000000,0
263,120,상인,S2701,대구 도시철도 1호선,일반역,,,35.818966,128.535684,대구광역시 달서구,22,22070,2729000000,0
264,120,상봉역,k0212,경의중앙선,환승역,k0212+k0210,경의중앙/경춘/7,37.595254,127.085853,서울특별시 중랑구,11,11070,1126000000,1
265,120,장신대역,L4801,부산-김해경전철,일반역,,,35.259544,128.867202,경상남도 김해시,38,38070,4825000000,0
266,120,석계역,k0205,경원선,환승역,,경원/6,37.615206,127.065594,서울특별시 노원구,11,11110,1135000000,1
267,120,부전역,S2601,부산도시철도 1호선,일반역,,,35.162587,129.062952,부산광역시 부산진구,21,21050,2623000000,0
268,121,월촌,S2701,대구 도시철도 1호선,일반역,,,35.823688,128.543277,대구광역시 달서구,22,22070,2729000000,0
269,121,양정역,S2601,부산도시철도 1호선,일반역,,,35.173122,129.071366,부산광역시 부산진구,21,21050,2623000000,0
270,121,가야대역,L4801,부산-김해경전철,일반역,,,35.266785,128.865,경상남도 김해시,38,38070,4825000000,0
271,121,지족,S3001,대전도시철도 1호선,일반역,,,36.384106,127.319501,대전광역시 유성구,25,25040,3020000000,0
272,121,신이문역,k0205,경원선,일반역,,,37.601829,127.067347,서울특별시 동대문구,11,11060,1123000000,0
273,121,망우역,k0212,경의중앙선,환승역,k0212+k0210,경의중앙/경춘,37.599288,127.092318,서울특별시 중랑구,11,11070,1126000000,1
274,121,가야대역,L4801,부산-김해경전철,일반역,,,35.266785,128.8650682,경상남도 김해시,38,38070,4825000000,0
275,122,사상역,L4801,부산-김해경전철,환승역,L4801+S2602,부산-김해경전철+부산도시철도 2호선,35.162305,128.985784,부산광역시 사상구,21,21150,2653000000,2
276,122,신내역,k0210,경춘선,일반역,,,37.612855,127.103277,서울특별시 중랑구,11,11070,1126000000,0
277,122,양원역,k0212,경의중앙선,일반역,,,36.963209,129.091131,서울특별시 중랑구,11,11070,1126000000,0
278,122,반석,S3001,대전도시철도 1호선,일반역,,,36.392128,127.314581,대전광역시 유성구,25,25040,3020000000,0
279,122,송현,S2701,대구 도시철도 1호선,일반역,,,35.831079,128.549562,대구광역시 달서구,22,22070,2729000000,0
280,122,외대앞역,k0205,경원선,일반역,,,37.596157,127.063572,서울특별시 동대문구,11,11060,1123000000,0
281,122,시청역,S2601,부산도시철도 1호선,일반역,,,35.179837,129.076642,부산광역시 연제구,21,21130,2647000000,0
282,123,성당못,S2701,대구 도시철도 1호선,일반역,,,35.837471,128.555224,대구광역시 남구,22,22040,2720000000,0
283,123,회기역,k0205,경원선,환승역,k0205+k0210,경의중앙/경춘/1,37.589802,127.057936,서울특별시 동대문구,11,11060,1123000000,1
284,123,연산역,S2601,부산도시철도 1호선,환승역,S2601+S2603,부산도시철도 1호선+부산도시철도 3호선,35.186168,129.081534,부산광역시 연제구,21,21130,2647000000,2
285,123,구리역,k0212,경의중앙선,일반역,,,37.503178,126.882037,경기도 구리시,31,31120,4131000000,0
286,123,갈매역,k0210,경춘선,일반역,,,37.634135,127.114803,경기도 구리시,31,31120,4131000000,0
287,124,대명,S2701,대구 도시철도 1호선,일반역,,,35.839302,128.563288,대구광역시 남구,22,22040,2720000000,0
288,124,교대역,S2601,부산도시철도 1호선,일반역,,,35.19605,129.080035,부산광역시 연제구,21,21130,2647000000,0
289,124,도농역,k0212,경의중앙선,일반역,,,37.608756,127.161105,경기도 남양주시,31,31130,4136000000,0
290,124,별내역,k0210,경춘선,일반역,,,37.642221,127.127208,경기도 남양주시,31,31130,4136000000,0
291,125,안지랑,S2701,대구 도시철도 1호선,일반역,,,35.839243,128.571705,대구광역시 남구,22,22040,2720000000,0
292,125,동래역,S2601,부산도시철도 1호선,일반역,,,35.205641,129.078506,부산광역시 동래구,21,21060,2626000000,0
293,125,양정역,k0212,경의중앙선,일반역,,,37.604269,127.194602,경기도 남양주시,31,31130,4136000000,0
294,125,퇴계원역,k0210,경춘선,일반역,,,37.648316,127.143858,경기도 남양주시,31,31130,4136000000,0
295,126,명륜역,S2601,부산도시철도 1호선,일반역,,,35.212551,129.079659,부산광역시 동래구,21,21060,2626000000,0
296,126,덕소역,k0212,경의중앙선,일반역,,,37.586892,127.208835,경기도 남양주시,31,31130,4136000000,0
297,126,사릉역,k0210,경춘선,일반역,,,37.651145,127.176839,경기도 남양주시,31,31130,4136000000,0
298,126,현충로,S2701,대구 도시철도 1호선,일반역,,,35.840911,128.579194,대구광역시 남구,22,22040,2720000000,0
299,127,도심역,k0212,경의중앙선,일반역,,,37.579628,127.222798,경기도 남양주시,31,31130,4136000000,0
300,127,온천장역,S2601,부산도시철도 1호선,일반역,,,35.220249,129.086437,부산광역시 동래구,21,21060,2626000000,0
301,127,영대병원,S2701,대구 도시철도 1호선,일반역,,,35.844269,128.586057,대구광역시 남구,22,22040,2720000000,0
302,127,금곡역,k0210,경춘선,일반역,,,37.637414,127.207931,경기도 남양주시,31,31130,4136000000,0
303,128,부산대역,S2601,부산도시철도 1호선,일반역,,,35.229609,129.089358,부산광역시 금정구,21,21110,2641000000,0
304,128,평내호평역,k0210,경춘선,일반역,,,37.653229,127.244452,경기도 남양주시,31,31130,4136000000,0
305,128,교대,S2701,대구 도시철도 1호선,일반역,,,35.851106,128.588432,대구광역시 남구,22,22040,2720000000,0
306,128,팔당역,k0212,경의중앙선,일반역,,,37.547321,127.243896,경기도 남양주시,31,31130,4136000000,0
307,129,명덕,S2701,대구 도시철도 1호선,환승역,S2701+S2703,대구 도시철도 1호선 + 대구 도시철도 3호선,35.8580257,128.5824361,대구광역시 중구,22,22010,2711000000,2
308,129,천마산역,k0210,경춘선,일반역,,,37.658995,127.285731,경기도 남양주시,31,31130,4136000000,0
309,129,장전역,S2601,부산도시철도 1호선,일반역,,,35.2380909507,129.088111,부산광역시 금정구,21,21110,2641000000,0
310,129,운길산역,k0212,경의중앙선,일반역,,,37.554659,127.310089,경기도 남양주시,31,31130,4136000000,0
311,130,구서역,S2601,부산도시철도 1호선,일반역,,,35.247407,129.091327,부산광역시 금정구,21,21110,2641000000,0
312,130,반월당,S2701,대구 도시철도 1호선,환승역,S2701+S2702,대구 도시철도 1호선 + 대구 도시철도 2호선,35.864678,128.591147,대구광역시 중구,22,22010,2711000000,2
313,130,양수역,k0212,경의중앙선,일반역,,,37.545998,127.328948,경기도 양평군,31,31380,4183000000,0
314,130,마석역,k0210,경춘선,일반역,,,37.652328,127.311713,경기도 남양주시,31,31130,4136000000,0
315,131,신원역,k0212,경의중앙선,일반역,,,37.525921,127.372745,경기도 양평군,31,31380,4183000000,0
316,131,대성리역,k0210,경춘선,일반역,,,37.683909,127.379165,경기도 가평군,31,31370,4182000000,0
317,131,두실역,S2601,부산도시철도 1호선,일반역,,,35.256959,129.091386,부산광역시 금정구,21,21110,2641000000,0
318,131,중앙로,S2701,대구 도시철도 1호선,일반역,,,35.870913,128.591799,대구광역시 중구,22,22010,2711000000,0
319,132,남산역,S2601,부산도시철도 1호선,일반역,,,35.265404,129.092496,부산광역시 금정구,21,21110,2641000000,0
320,132,대구,S2701,대구 도시철도 1호선,일반역,,,35.8763691,128.5884861,대구광역시 북구,22,22050,2723000000,0
321,132,청평역,k0210,경춘선,일반역,,,37.735484,127.426541,경기도 가평군,31,31370,4182000000,0
322,132,국수역,k0212,경의중앙선,일반역,,,37.516171,127.399402,경기도 양평군,31,31380,4183000000,0
323,133,상천역,k0210,경춘선,일반역,,,37.770405,127.4542,경기도 가평군,31,31370,4182000000,0
324,133,칠성시장,S2701,대구 도시철도 1호선,일반역,,,35.876141,128.602971,대구광역시 북구,22,22050,2723000000,0
325,133,아신역,k0212,경의중앙선,일반역,,,37.513954,127.443238,경기도 양평군,31,31380,4183000000,0
326,133,범어사역,S2601,부산도시철도 1호선,일반역,,,35.273105,129.092679,부산광역시 금정구,21,21110,2641000000,0
327,134,남영역,k0201,경부선,일반역,,,37.540597,126.971171,서울특별시 용산구,11,11030,1117000000,0
328,134,신천,S2701,대구 도시철도 1호선,일반역,,,37.511624,127.083391,대구광역시 동구,22,22020,2714000000,0
329,134,가평역,k0210,경춘선,일반역,,,37.814515,127.510693,경기도 가평군,31,31370,4182000000,0
330,134,오빈역,k0212,경의중앙선,일반역,,,37.506061,127.474053,경기도 양평군,31,31380,4183000000,0
331,134,노포역,S2601,부산도시철도 1호선,일반역,,,35.2846865668,129.094967,부산광역시 금정구,21,21110,2641000000,0
332,135,굴봉산역,k0210,경춘선,일반역,,,37.832086,127.557732,강원도 춘천시,32,32010,4211000000,0
333,135,양평역,k0212,경의중앙선,일반역,,,37.492674,127.491858,경기도 양평군,31,31380,4183000000,0
334,135,동대구,S2701,대구 도시철도 1호선,일반역,,,35.877303,128.627513,대구광역시 동구,22,22020,2714000000,0
335,135,용산역,k0201,경부선,환승역,k0201+k0205,경부/경원/경의중앙,37.52989,126.964775,서울특별시 용산구,11,11030,1117000000,1
336,136,원덕역,k0212,경의중앙선,일반역,,,37.468585,127.547468,경기도 양평군,31,31380,4183000000,0
337,136,동구청,S2701,대구 도시철도 1호선,일반역,,,35.8838366,128.6316231,대구광역시 동구,22,22020,2714000000,0
338,136,백양리역,k0210,경춘선,일반역,,,37.830881,127.589085,강원도 춘천시,32,32010,4211000000,0
339,136,노량진역,k0201,경부선,환승역,,경부/9,37.514072,126.941671,서울특별시 동작구,11,11200,1159000000,1
340,137,강촌역,k0210,경춘선,일반역,,,37.805728,127.634054,강원도 춘천시,32,32010,4211000000,0
341,137,대방역,k0201,경부선,일반역,,,37.513392,126.926407,서울특별시 영등포구,11,11190,1156000000,0
342,137,용문역,k0212,경의중앙선,일반역,,,37.482085,127.594251,경기도 양평군,31,31380,4183000000,0
343,137,아양교,S2701,대구 도시철도 1호선,일반역,,,35.887162,128.6375663,대구광역시 동구,22,22020,2714000000,0
344,138,신길역,k0201,경부선,환승역,,경부/5,37.517018,126.917743,서울특별시 영등포구,11,11190,1156000000,1
345,138,지평역,k0212,경의중앙선,일반역,,,37.476496,127.629681,경기도 양평군,31,31380,4183000000,0
346,138,김유정역,k0210,경춘선,일반역,,,37.818475,127.714302,강원도 춘천시,32,32010,4211000000,0
347,138,동촌,S2701,대구 도시철도 1호선,일반역,,,35.886159,128.649053,대구광역시 동구,22,22020,2714000000,0
348,139,영등포역,k0201,경부선,일반역,,,37.515756,126.907411,서울특별시 영등포구,11,11190,1156000000,0
349,139,해안,S2701,대구 도시철도 1호선,일반역,,,35.8838981,128.6593108,대구광역시 동구,22,22020,2714000000,0
350,139,남춘천역,k0210,경춘선,일반역,,,37.864071,127.723761,강원도 춘천시,32,32010,4211000000,0
351,140,춘천역,k0210,경춘선,일반역,,,37.884391,127.716603,강원도 춘천시,32,32010,4211000000,0
352,140,신도림역,k0201,경부선,환승역,,경부/2,37.508983,126.891513,서울특별시 구로구,11,11170,1153000000,1
353,140,방촌,S2701,대구 도시철도 1호선,일반역,,,35.879692,128.669976,대구광역시 동구,22,22020,2714000000,0
354,141,구로역,k0201,경부선,환승역,k0201+k0301,경부/경인,37.503178,126.882037,서울특별시 구로구,11,11170,1153000000,1
355,141,용계,S2701,대구 도시철도 1호선,일반역,,,35.876273,128.681415,대구광역시 동구,22,22020,2714000000,0
356,142,구일역,k0301,경인선,일반역,,,37.496273,126.869599,서울특별시 구로구,11,11170,1153000000,0
357,142,율하,S2701,대구 도시철도 1호선,일반역,,,35.869579,128.693032,대구광역시 동구,22,22020,2714000000,0
358,142,가산디지털단지역,k0201,경부선,환승역,,경부/7,37.481568,126.882628,서울특별시 금천구,11,11180,1154500000,1
359,143,개봉역,k0301,경인선,일반역,,,37.494698,126.858504,서울특별시 구로구,11,11170,1153000000,0
360,143,독산역,k0201,경부선,일반역,,,37.465994,126.889508,서울특별시 금천구,11,11180,1154500000,0
361,143,신기,S2701,대구 도시철도 1호선,일반역,,,35.866759,128.701658,대구광역시 동구,22,22020,2714000000,0
362,144,금천구청역,k0201,경부선,환승역,k0201+k2012,경부/광명셔틀,37.45576,126.894344,서울특별시 금천구,11,11180,1154500000,1
363,144,반야월,S2701,대구 도시철도 1호선,일반역,,,35.865999,128.713553,대구광역시 동구,22,22020,2714000000,0
364,144,오류동역,k0301,경인선,일반역,,,37.4944,126.844551,서울특별시 구로구,11,11170,1153000000,0
365,144,광명역,k0201,고속선,일반역,,,37.415995,126.884523,경기도 광명시,31,31060,4121000000,0
366,145,석수역,k0201,경부선,일반역,,,37.435161,126.902233,경기도 안양시,31,31041,4117000000,0
367,145,온수역,k0301,경인선,환승역,,경인/7,37.492267,126.823399,서울특별시 구로구,11,11170,1153000000,1
368,145,각산,S2701,대구 도시철도 1호선,일반역,,,35.868012,128.724389,대구광역시 동구,22,22020,2714000000,0
369,146,관악역,k0201,경부선,일반역,,,37.419578,126.908476,경기도 안양시,31,31041,4117000000,0
370,146,역곡역,k0301,경인선,일반역,,,37.48514,126.811622,경기도 부천시,31,31050,4119000000,0
371,146,안심,S2701,대구 도시철도 1호선,일반역,,,35.871227,128.733739,대구광역시 동구,22,22020,2714000000,0
372,147,소사역,k0301,경인선,일반역,,,37.482755,126.795654,경기도 부천시,31,31050,4119000000,0
373,147,안양역,k0201,경부선,일반역,,,37.401929,126.922647,경기도 안양시,31,31041,4117000000,0
374,148,부천역,k0301,경인선,일반역,,,37.484066,126.782779,경기도 부천시,31,31050,4119000000,0
375,148,명학역,k0201,경부선,일반역,,,37.384435,126.935579,경기도 안양시,31,31041,4117000000,0
376,149,금정역,k0201,경부선,환승역,,경부/4,37.371957,126.943611,경기도 군포시,31,31160,4141000000,1
377,149,중동역,k0301,경인선,일반역,,,37.486664,126.764474,경기도 부천시,31,31050,4119000000,0
378,150,송내역,k0301,경인선,일반역,,,37.487626,126.753045,경기도 부천시,31,31050,4119000000,0
379,150,군포역,k0201,경부선,일반역,,,37.353732,126.948517,경기도 군포시,31,31160,4141000000,0
380,151,부개역,k0301,경인선,일반역,,,37.488479,126.740549,인천광역시 부평구,23,23060,2823700000,0
381,151,당정역,k0201,경부선,일반역,,,37.34338,126.948388,경기도 군포시,31,31160,4141000000,0
382,152,부평역,k0301,경인선,환승역,,경인/인천1,37.489457,126.724584,인천광역시 부평구,23,23060,2823700000,1
383,152,의왕역,k0201,경부선,일반역,,,37.320648,126.948099,경기도 의왕시,31,31170,4143000000,0
384,153,성균관대역,k0201,경부선,일반역,,,37.300344,126.970861,경기도 수원시,31,31011,4111000000,0
385,153,백운역,k0301,경인선,일반역,,,37.483301,126.707179,인천광역시 부평구,23,23060,2823700000,0
386,154,동암역,k0301,경인선,일반역,,,37.470835,126.703016,인천광역시 부평구,23,23060,2823700000,0
387,154,화서역,k0201,경부선,일반역,,,37.28399,126.989581,경기도 수원시,31,31011,4111000000,0
388,155,수원역,k0201,경부선,환승역,k0304+k0201,경부/분당,37.266162,126.999821,경기도 수원시,31,31011,4111000000,1
389,155,간석역,k0301,경인선,일반역,,,37.464689,126.693408,인천광역시 남동구,23,23050,2820000000,0
390,156,세류역,k0201,경부선,일반역,,,37.244102,127.013772,경기도 수원시,31,31011,4111000000,0
391,156,주안역,k0301,경인선,환승역,,경인/인천2,37.465041,126.680702,인천광역시 미추홀구,23,23090,2817700000,1
392,157,도화역,k0301,경인선,일반역,,,37.466154,126.66846,인천광역시 미추홀구,23,23090,2817700000,0
393,157,병점역,k0201,경부선,환승역,k0201+k0201,경부/서동탄,37.206821,127.033268,경기도 화성시,31,31240,4159000000,1
394,157,서동탄역,k0201,경부선,일반역,,,37.195675,127.051893,경기도 오산시,31,31140,4137000000,0
395,158,제물포역,k0301,경인선,일반역,,,37.466809,126.657165,인천광역시 미추홀구,23,23090,2817700000,0
396,158,세마역,k0201,경부선,일반역,,,37.187288,127.043279,경기도 오산시,31,31140,4137000000,0
397,159,오산대역,k0201,경부선,일반역,,,37.169401,127.063081,경기도 오산시,31,31140,4137000000,0
398,159,도원역,k0301,경인선,일반역,,,37.468604,126.642824,인천광역시 동구,23,23020,2814000000,0
399,160,오산역,k0201,경부선,일반역,,,37.145472,127.066708,경기도 오산시,31,31140,4137000000,0
400,160,동인천역,k0301,경인선,일반역,,,37.475414,126.632598,인천광역시 중구,23,23010,2811000000,0
401,161,진위역,k0201,경부선,일반역,,,37.109771,127.062342,경기도 평택시,31,31070,4122000000,0
402,161,인천역,k0301,경인선,환승역,k0301+k2015,경인/수인,37.476364,126.616936,인천광역시 중구,23,23010,2811000000,1
403,162,송탄역,k0201,경부선,일반역,,,37.075376,127.054397,경기도 평택시,31,31070,4122000000,0
404,163,서정리역,k0201,경부선,일반역,,,37.056459,127.052844,경기도 평택시,31,31070,4122000000,0
405,164,지제역,k0201,경부선,일반역,,,37.018822,127.070269,경기도 평택시,31,31070,4122000000,0
406,165,평택역,k0201,경부선,일반역,,,36.990559,127.085496,경기도 평택시,31,31070,4122000000,0
