,학교명주소,서울대 계수시정시	,KAIST 계수시정시,서울대 + KAIST,서울대 계수시정시
3,부개여자고등학교(일반고)인천광역시 부평구 부개동,2 명2 명0 명,0 명0 명0 명,2 명,
4,부평여자고등학교(일반고)인천광역시 부평구 부평동,2 명2 명0 명,0 명0 명0 명,2 명,
5,제일고등학교(일반고)인천광역시 부평구 십정동,2 명2 명0 명,0 명0 명0 명,2 명,
6,부개고등학교(일반고)인천광역시 부평구 부개동,1 명1 명0 명,1 명1 명0 명,2 명,
7,인천산곡고등학교(일반고)인천광역시 부평구 산곡동,1 명1 명0 명,0 명0 명0 명,1 명,
8,인천영선고등학교(일반고)인천광역시 부평구 삼산동,1 명1 명0 명,0 명0 명0 명,1 명,
9,부광고등학교(일반고)인천광역시 부평구 산곡동,1 명1 명0 명,0 명0 명0 명,1 명,
10,인천부흥고등학교(일반고)인천광역시 부평구 부개동,1 명1 명0 명,0 명0 명0 명,1 명,
11,부평고등학교(일반고)인천광역시 부평구 부평동,0 명0 명0 명,0 명0 명0 명,0 명,
12,명신여자고등학교(일반고)인천광역시 부평구 산곡동,0 명0 명0 명,0 명0 명0 명,0 명,
13,인천상정고등학교(자율형공립고)인천광역시 부평구 십정동,0 명0 명0 명,0 명0 명0 명,0 명,
14,부광여자고등학교(일반고)인천광역시 부평구 부개동,0 명0 명0 명,0 명0 명0 명,0 명,
15,삼산고등학교(일반고)인천광역시 부평구 삼산동,0 명0 명0 명,0 명0 명0 명,0 명,
0,인항고등학교(일반고)인천광역시 미추홀구 용현동,2 명2 명0 명,0 명0 명0 명,2 명,
1,인명여자고등학교(일반고)인천광역시 미추홀구 관교동,2 명2 명0 명,0 명0 명0 명,2 명,
2,인천고등학교(일반고)인천광역시 남구 주안동,1 명1 명0 명,0 명0 명0 명,1 명,
3,인화여자고등학교(일반고)인천광역시 남구 도화동,1 명1 명0 명,0 명0 명0 명,1 명,
4,선인고등학교(일반고)인천광역시 남구 도화동,0 명0 명0 명,1 명1 명0 명,1 명,
5,인하대학교사범대학부속고등학교(일반고)인천광역시 남구 학익동,0 명0 명0 명,0 명0 명0 명,0 명,
6,학익여자고등학교(일반고)인천광역시 미추홀구 학익동,0 명0 명0 명,0 명0 명0 명,0 명,
0,미추홀외국어고등학교(외국어고)인천광역시 남동구 논현동,6 명6 명0 명,0 명0 명0 명,6 명,
1,인천남동고등학교(일반고)인천광역시 남동구 논현동,2 명1 명1 명,1 명1 명0 명,3 명,
2,문일여자고등학교(일반고)인천광역시 남동구 만수동,3 명3 명0 명,0 명0 명0 명,3 명,
3,숭덕여자고등학교(일반고)인천광역시 남동구 만수동,2 명2 명0 명,0 명0 명0 명,2 명,
4,인제고등학교(일반고)인천광역시 남동구 간석동,2 명2 명0 명,0 명0 명0 명,2 명,
5,인천고잔고등학교(일반고)인천광역시 남동구 고잔동,1 명1 명0 명,0 명0 명0 명,1 명,
6,인천예술고등학교(예술고)인천광역시 남동구 간석동,1 명1 명0 명,0 명0 명0 명,1 명,
7,인천송천고등학교(일반고)인천광역시 남동구 고잔동,1 명1 명0 명,0 명0 명0 명,1 명,
8,도림고등학교(일반고)인천광역시 남동구 도림동,1 명1 명0 명,0 명0 명0 명,1 명,
9,인천남고등학교(일반고)인천광역시 남동구 간석동,1 명1 명0 명,0 명0 명0 명,1 명,
10,인천만수고등학교(일반고)인천광역시 남동구 만수동,0 명0 명0 명,0 명0 명0 명,0 명,
11,동인천고등학교(자율형공립고)인천광역시 남동구 만수동,0 명0 명0 명,0 명0 명0 명,0 명,
12,신명여자고등학교(일반고)인천광역시 남동구 간석동,0 명0 명0 명,0 명0 명0 명,0 명,
13,인천논현고등학교(일반고)인천광역시 남동구 논현동,0 명0 명0 명,0 명0 명0 명,0 명,
0,계양고등학교(일반고)인천광역시 계양구 용종동,1 명1 명0 명,1 명1 명0 명,2 명,
1,계산여자고등학교(일반고)인천광역시 계양구 계산동,2 명2 명0 명,0 명0 명0 명,2 명,
2,서운고등학교(일반고)인천광역시 계양구 서운동,1 명1 명0 명,1 명1 명0 명,2 명,
3,작전고등학교(일반고)인천광역시 계양구 작전동,1 명1 명0 명,0 명0 명0 명,1 명,
4,안남고등학교(일반고)인천광역시 계양구 작전동,1 명1 명0 명,0 명0 명0 명,1 명,
5,인천효성고등학교(일반고)인천광역시 계양구 효성동,1 명1 명0 명,0 명0 명0 명,1 명,
6,인천예일고등학교(자율형공립고)인천광역시 계양구 방축동,0 명0 명0 명,0 명0 명0 명,0 명,
7,계산고등학교(일반고)인천광역시 계양구 계산동,0 명0 명0 명,0 명0 명0 명,0 명,
0,강화고등학교(자율형공립고)인천광역시 강화군 강화읍 국화리,2 명2 명0 명,0 명0 명0 명,2 명,
1,강화여자고등학교(일반고)인천광역시 강화군 강화읍 관청리,1 명1 명0 명,0 명0 명0 명,1 명,
2,덕신고등학교(일반고)인천광역시 강화군 강화읍 국화리,1 명1 명0 명,0 명0 명0 명,1 명,
0,경북여자고등학교(자율고)대구광역시 중구 남산동,2 명2 명0 명,0 명0 명0 명,2 명,
1,신명고등학교(일반고)대구광역시 중구 동산동,1 명1 명0 명,0 명0 명0 명,1 명,
2,경북대학교사범대학부설고등학교(일반고)대구광역시 중구 대봉동,0 명0 명0 명,0 명0 명0 명,0 명,
0,대구과학고등학교(영재고)대구광역시 수성구 황금동,29 명29 명0 명,15 명15 명0 명,44 명,
1,대구여자고등학교(일반고)대구광역시 수성구 범어동,7 명5 명2 명,0 명0 명0 명,7 명,
2,경신고등학교(자율형사립고)대구광역시 수성구 범어동,6 명3 명3 명,0 명0 명0 명,6 명,
3,대륜고등학교(일반고)대구광역시 수성구 만촌동,6 명1 명5 명,0 명0 명0 명,6 명,
4,정화여자고등학교(일반고)대구광역시 수성구 범어동,4 명2 명2 명,0 명0 명0 명,4 명,
5,능인고등학교(일반고)대구광역시 수성구 지산동,4 명4 명0 명,0 명0 명0 명,4 명,
6,대구남산고등학교(일반고)대구광역시 수성구 수성동1가,3 명2 명1 명,0 명0 명0 명,3 명,
7,덕원고등학교(일반고)대구광역시 수성구 욱수동,3 명2 명1 명,0 명0 명0 명,3 명,
8,대구혜화여자고등학교(일반고)대구광역시 수성구 만촌동,3 명2 명1 명,0 명0 명0 명,3 명,
9,경북고등학교(일반고)대구광역시 수성구 황금동,1 명1 명0 명,0 명0 명0 명,1 명,
10,오성고등학교(일반고)대구광역시 수성구 만촌동,1 명1 명0 명,0 명0 명0 명,1 명,
11,수성고등학교(자율고)대구광역시 수성구 지산동,1 명1 명0 명,0 명0 명0 명,1 명,
12,시지고등학교(일반고)대구광역시 수성구 신매동,0 명0 명0 명,0 명0 명0 명,0 명,
13,동문고등학교(일반고)대구광역시 수성구 만촌동,0 명0 명0 명,0 명0 명0 명,0 명,
0,계성고등학교(자율형사립고)대구광역시 서구 상리동,6 명1 명5 명,0 명0 명0 명,6 명,
1,달성고등학교(자율고)대구광역시 서구 내당동,1 명1 명0 명,0 명0 명0 명,1 명,
2,경덕여자고등학교(일반고)대구광역시 서구 중리동,0 명0 명0 명,0 명0 명0 명,0 명,
3,대구서부고등학교(자율형공립고)대구광역시 서구 평리동,0 명0 명0 명,0 명0 명0 명,0 명,
0,성광고등학교(일반고)대구광역시 북구 복현동,2 명2 명0 명,1 명1 명0 명,3 명,
1,칠성고등학교(자율형공립고)대구광역시 북구 칠성동2가,2 명2 명0 명,0 명0 명0 명,2 명,
2,경상여자고등학교(일반고)대구광역시 북구 침산동,2 명2 명0 명,0 명0 명0 명,2 명,
3,강북고등학교(일반고)대구광역시 북구 태전동,2 명2 명0 명,0 명0 명0 명,2 명,
4,경상고등학교(일반고)대구광역시 북구 복현동,1 명1 명0 명,0 명0 명0 명,1 명,
5,성화여자고등학교(일반고)대구광역시 북구 복현동,1 명1 명0 명,0 명0 명0 명,1 명,
6,경명여자고등학교(일반고)대구광역시 북구 칠성동2가,1 명1 명0 명,0 명0 명0 명,1 명,
7,운암고등학교(일반고)대구광역시 북구 구암동,0 명0 명0 명,0 명0 명0 명,0 명,
8,영진고등학교(일반고)대구광역시 북구 복현동,0 명0 명0 명,0 명0 명0 명,0 명,
9,학남고등학교(자율형공립고)대구광역시 북구 국우동,0 명0 명0 명,0 명0 명0 명,0 명,
10,매천고등학교(일반고)대구광역시 북구 태전동,0 명0 명0 명,0 명0 명0 명,0 명,
0,대구일과학고등학교(과학고)대구광역시 동구 각산동,6 명5 명1 명,16 명16 명0 명,22 명,
1,청구고등학교(일반고)대구광역시 동구 신천동,2 명1 명1 명,0 명0 명0 명,2 명,
2,강동고등학교(자율고)대구광역시 동구 신서동,1 명1 명0 명,0 명0 명0 명,1 명,
3,정동고등학교(일반고)대구광역시 동구 용계동,0 명0 명0 명,0 명0 명0 명,0 명,
4,영신고등학교(일반고)대구광역시 동구 봉무동,0 명0 명0 명,0 명0 명0 명,0 명,
0,포산고등학교(자율형공립고)대구광역시 달성군 현풍면 중리,5 명2 명3 명,1 명1 명0 명,6 명,
1,다사고등학교(일반고)대구광역시 달성군 다사읍 죽곡리,3 명2 명1 명,0 명0 명0 명,3 명,
2,대원고등학교(일반고)대구광역시 달성군 화원읍 본리리,2 명2 명0 명,0 명0 명0 명,2 명,
3,현풍고등학교(일반고)대구광역시 달성군 현풍면 성하리,1 명0 명1 명,0 명0 명0 명,1 명,
4,화원고등학교(일반고)대구광역시 달성군 화원읍 설화리,0 명0 명0 명,0 명0 명0 명,0 명,
0,대구외국어고등학교(외국어고)대구광역시 달서구 신당동,11 명4 명7 명,0 명0 명0 명,11 명,
1,대건고등학교(자율형사립고)대구광역시 달서구 월성동,4 명1 명3 명,1 명1 명0 명,5 명,
2,경원고등학교(대구)(일반고)대구광역시 달서구 용산동,2 명2 명0 명,0 명0 명0 명,2 명,
3,영남고등학교(일반고)대구광역시 달서구 상인동,2 명2 명0 명,0 명0 명0 명,2 명,
4,상인고등학교(자율형공립고)대구광역시 달서구 상인동,1 명1 명0 명,0 명0 명0 명,1 명,
5,대구상원고등학교(일반고)대구광역시 달서구 상인동,1 명1 명0 명,0 명0 명0 명,1 명,
6,도원고등학교(일반고)대구광역시 달서구 도원동,1 명1 명0 명,0 명0 명0 명,1 명,
7,송현여자고등학교(일반고)대구광역시 달서구 송현동,1 명1 명0 명,0 명0 명0 명,1 명,
8,경화여자고등학교(일반고)대구광역시 달서구 성당동,1 명1 명0 명,0 명0 명0 명,1 명,
9,성산고등학교(일반고)대구광역시 달서구 용산동,1 명1 명0 명,0 명0 명0 명,1 명,
10,대곡고등학교(일반고)대구광역시 달서구 도원동,0 명0 명0 명,0 명0 명0 명,0 명,
11,효성여자고등학교(일반고)대구광역시 달서구 월성동,0 명0 명0 명,0 명0 명0 명,0 명,
12,호산고등학교(자율형공립고)대구광역시 달서구 호산동,0 명0 명0 명,0 명0 명0 명,0 명,
0,경일여자고등학교(자율형사립고)대구광역시 남구 봉덕동,4 명1 명3 명,0 명0 명0 명,4 명,
1,대구고등학교(자율고)대구광역시 남구 대명동,4 명4 명0 명,0 명0 명0 명,4 명,
2,경북예술고등학교(예술고)대구광역시 남구 대명동,3 명3 명0 명,0 명0 명0 명,3 명,
3,심인고등학교(일반고)대구광역시 남구 대명동,0 명0 명0 명,0 명0 명0 명,0 명,
0,해운대고등학교(자율형사립고)부산광역시 해운대구 우동,6 명4 명2 명,2 명1 명1 명,8 명,
1,부산국제외국어고등학교(외국어고)부산광역시 해운대구 우동,5 명3 명2 명,0 명0 명0 명,5 명,
2,부흥고등학교(해운대구)(일반고)부산광역시 해운대구 좌동,2 명2 명0 명,0 명0 명0 명,2 명,
3,신도고등학교(일반고)부산광역시 해운대구 좌동,2 명1 명1 명,0 명0 명0 명,2 명,
4,반여고등학교(일반고)부산광역시 해운대구 반여동,1 명1 명0 명,0 명0 명0 명,1 명,
5,해강고등학교(일반고)부산광역시 해운대구 우동,0 명0 명0 명,1 명1 명0 명,1 명,
6,센텀고등학교(일반고)부산광역시 해운대구 재송동,0 명0 명0 명,0 명0 명0 명,0 명,
7,양운고등학교(일반고)부산광역시 해운대구 좌동,0 명0 명0 명,0 명0 명0 명,0 명,
0,혜광고등학교(일반고)부산 중구 보수동1가,0 명0 명0 명,0 명0 명0 명,0 명,
0,부산남고등학교(자율고)부산광역시 영도구 동삼동,1 명1 명0 명,0 명0 명0 명,1 명,
1,영도여자고등학교(자율형공립고)부산광역시 영도구 동삼동,0 명0 명0 명,0 명0 명0 명,0 명,
0,부산외국어고등학교(외국어고)부산광역시 연제구 연산동,12 명5 명7 명,0 명0 명0 명,12 명,
1,이사벨고등학교(일반고)부산광역시 연제구 거제동,1 명1 명0 명,0 명0 명0 명,1 명,
2,연제고등학교(자율형공립고)부산광역시 연제구 연산동,0 명0 명0 명,0 명0 명0 명,0 명,
0,부산남일고등학교(일반고)부산광역시 수영구 망미동,1 명1 명0 명,1 명1 명0 명,2 명,
1,덕문여자고등학교(일반고)부산광역시 수영구 광안동,0 명0 명0 명,0 명0 명0 명,0 명,
0,부경고등학교(일반고)부산광역시 서구 서대신동3가,1 명0 명1 명,0 명0 명0 명,1 명,
1,경남고등학교(자율형공립고)부산광역시 서구 동대신동3가,0 명0 명0 명,0 명0 명0 명,0 명,
2,부산서여자고등학교(일반고)부산광역시 서구 동대신동2가,0 명0 명0 명,0 명0 명0 명,0 명,
0,부산일과학고등학교(과학고)부산광역시 사하구 당리동,4 명4 명0 명,19 명19 명0 명,23 명,
1,동아고등학교(일반고)부산광역시 사하구 괴정동,6 명6 명0 명,0 명0 명0 명,6 명,
2,부일외국어고등학교(외국어고)부산광역시 사하구 감천동,3 명2 명1 명,0 명0 명0 명,3 명,
3,대동고등학교(일반고)부산광역시 사하구 신평동 산41-10,2 명2 명0 명,0 명0 명0 명,2 명,
4,성일여자고등학교(일반고)부산광역시 사하구 신평동,2 명1 명1 명,0 명0 명0 명,2 명,
5,해동고등학교(일반고)부산광역시 사하구 괴정동,1 명1 명0 명,0 명0 명0 명,1 명,
6,부산여자고등학교(자율고)부산광역시 사하구 하단동,1 명1 명0 명,0 명0 명0 명,1 명,
7,삼성여자고등학교(일반고)부산광역시 사하구 감천동,0 명0 명0 명,0 명0 명0 명,0 명,
8,건국고등학교(일반고)부산광역시 사하구 하단동,0 명0 명0 명,0 명0 명0 명,0 명,
9,다대고등학교(일반고)부산광역시 사하구 다대동,0 명0 명0 명,0 명0 명0 명,0 명,
0,주례여자고등학교(자율고)부산광역시 사상구 주례동,1 명1 명0 명,0 명0 명0 명,1 명,
1,대덕여자고등학교(일반고)부산광역시 사상구 덕포동,0 명0 명0 명,0 명0 명0 명,0 명,
2,사상고등학교(자율형공립고)부산광역시 사상구 덕포동,0 명0 명0 명,0 명0 명0 명,0 명,
0,화명고등학교(일반고)부산광역시 북구 화명동,2 명1 명1 명,0 명0 명0 명,2 명,
1,성도고등학교(일반고)부산광역시 북구 구포동,1 명1 명0 명,0 명0 명0 명,1 명,
2,낙동고등학교(자율형공립고)부산광역시 북구 덕천동,0 명0 명0 명,0 명0 명0 명,0 명,
3,경혜여자고등학교(일반고)부산광역시 북구 구포동,0 명0 명0 명,0 명0 명0 명,0 명,
4,금명여자고등학교(일반고)부산광역시 북구 화명동,0 명0 명0 명,0 명0 명0 명,0 명,
5,부산백양고등학교(일반고)부산광역시 북구 구포동,0 명0 명0 명,0 명0 명0 명,0 명,
0,부산국제고등학교(국제고)부산광역시 부산진구 당감동,9 명6 명3 명,0 명0 명0 명,9 명,
1,개성고등학교(자율형공립고)부산광역시 부산진구 당감동,2 명1 명1 명,1 명1 명0 명,3 명,
2,양정고등학교(부)(일반고)부산광역시 부산진구 양정동,1 명1 명0 명,0 명0 명0 명,1 명,
3,부산진고등학교(자율고)부산광역시 부산진구 초읍동,1 명0 명1 명,0 명0 명0 명,1 명,
4,부산진여자고등학교(일반고)부산광역시 부산진구 양정동,1 명1 명0 명,0 명0 명0 명,1 명,
5,가야고등학교(일반고)부산광역시 부산진구 가야동,0 명0 명0 명,0 명0 명0 명,0 명,
0,동래고등학교(일반고)부산광역시 동래구 칠산동,5 명4 명1 명,1 명1 명0 명,6 명,
1,용인고등학교(일반고)부산광역시 동래구 명장동,1 명1 명0 명,1 명1 명0 명,2 명,
2,부산중앙여자고등학교(일반고)부산광역시 동래구 명륜동,1 명1 명0 명,1 명1 명0 명,2 명,
3,동인고등학교(일반고)부산광역시 동래구 사직2동 981-90,1 명1 명0 명,0 명0 명0 명,1 명,
4,학산여자고등학교(일반고)부산광역시 동래구 명장동,1 명0 명1 명,0 명0 명0 명,1 명,
5,금정고등학교(자율형공립고)부산광역시 동래구 명장동,0 명0 명0 명,1 명1 명0 명,1 명,
6,사직여자고등학교(일반고)부산광역시 동래구 사직동,1 명0 명1 명,0 명0 명0 명,1 명,
7,사직고등학교(일반고)부산광역시 동래구 사직동,0 명0 명0 명,0 명0 명0 명,0 명,
8,혜화여자고등학교(일반고)부산광역시 동래구 명장동,0 명0 명0 명,0 명0 명0 명,0 명,
0,금성고등학교(일반고)부산광역시 동구 좌천동,2 명2 명0 명,0 명0 명0 명,2 명,
1,부산고등학교(일반고)부산광역시 동구 초량동,1 명1 명0 명,0 명0 명0 명,1 명,
2,경남여자고등학교(자율형공립고)부산광역시 동구 수정동,0 명0 명0 명,0 명0 명0 명,0 명,
0,동천고등학교(일반고)부산광역시 남구 대연동,2 명1 명1 명,0 명0 명0 명,2 명,
1,대연고등학교(일반고)부산광역시 남구 대연3동 670-4,2 명0 명2 명,0 명0 명0 명,2 명,
2,성지고등학교(일반고)부산광역시 남구 우암동,1 명1 명0 명,0 명0 명0 명,1 명,
3,배정고등학교(일반고)부산광역시 남구 문현동,0 명0 명0 명,0 명0 명0 명,0 명,
4,분포고등학교(일반고)부산광역시 남구 용호동,0 명0 명0 명,0 명0 명0 명,0 명,
5,예문여자고등학교(일반고)부산광역시 남구 용호동,0 명0 명0 명,0 명0 명0 명,0 명,
0,부산장안고등학교(일반고)부산광역시 기장군 장안읍 좌천리,7 명7 명0 명,0 명0 명0 명,7 명,
1,장안제일고등학교(일반고)부산광역시 기장군 장안읍 좌천리,2 명2 명0 명,0 명0 명0 명,2 명,
0,부산과학고등학교(과학고)부산광역시 금정구 구서동,10 명10 명0 명,21 명21 명0 명,31 명,
1,부산예술고등학교(예술고)부산광역시 금정구 부곡동,2 명2 명0 명,0 명0 명0 명,2 명,
2,브니엘고등학교(일반고)부산광역시 금정구 구서동,2 명2 명0 명,0 명0 명0 명,2 명,
3,부산대학교사범대학부설고등학교(일반고)부산광역시 금정구 부곡동,1 명1 명0 명,0 명0 명0 명,1 명,
4,동래여자고등학교(일반고)부산광역시 금정구 구서동,1 명0 명1 명,0 명0 명0 명,1 명,
5,지산고등학교(일반고)부산광역시 금정구 부곡동,1 명1 명0 명,0 명0 명0 명,1 명,
6,내성고등학교(일반고)부산광역시 금정구 부곡동,0 명0 명0 명,0 명0 명0 명,0 명,
7,남산고등학교(일반고)부산광역시 금정구 남산동,0 명0 명0 명,0 명0 명0 명,0 명,
0,경일고등학교(일반고)부산광역시 강서구 명지동,0 명0 명0 명,0 명0 명0 명,0 명,
1,부산강서고등학교(일반고)부산광역시 강서구 대저1동,0 명0 명0 명,0 명0 명0 명,0 명,
0,혜원여자고등학교(일반고)서울특별시 중랑구 망우동,3 명3 명0 명,0 명0 명0 명,3 명,
1,태릉고등학교(일반고)서울특별시 중랑구 묵동,1 명1 명0 명,1 명1 명0 명,2 명,
2,송곡여자고등학교(일반고)서울특별시 중랑구 망우동,1 명1 명0 명,0 명0 명0 명,1 명,
3,면목고등학교(자율고)서울특별시 중랑구 면목동,1 명1 명0 명,0 명0 명0 명,1 명,
4,신현고등학교(일반고)서울특별시 중랑구 상봉동,1 명1 명0 명,0 명0 명0 명,1 명,
5,중화고등학교(일반고)서울특별시 중랑구 중화동,0 명0 명0 명,0 명0 명0 명,0 명,
6,원묵고등학교(자율형공립고)서울특별시 중랑구 묵동,0 명0 명0 명,0 명0 명0 명,0 명,
7,송곡고등학교(일반고)서울특별시 중랑구 망우동,0 명0 명0 명,0 명0 명0 명,0 명,
0,이화여자고등학교(자율형사립고)서울특별시 중구 정동,6 명4 명2 명,0 명0 명0 명,6 명,
1,환일고등학교(일반고)서울특별시 중구 만리동2가,3 명3 명0 명,2 명2 명0 명,5 명,
2,이화여자외국어고등학교(외국어고)서울특별시 중구 순화동,4 명4 명0 명,0 명0 명0 명,4 명,
3,장충고등학교(일반고)서울특별시 중구 신당동,1 명1 명0 명,0 명0 명0 명,1 명,
0,서울예술고등학교(예술고)서울특별시 종로구 평창동,82 명80 명2 명,0 명0 명0 명,82 명,
1,서울과학고등학교(영재고)서울특별시 종로구 혜화동,63 명59 명4 명,6 명6 명0 명,69 명,
2,서울국제고등학교(국제고)서울특별시 종로구 명륜1가,15 명8 명7 명,0 명0 명0 명,15 명,
3,배화여자고등학교(일반고)서울특별시 종로구 필운동,5 명4 명1 명,0 명0 명0 명,5 명,
4,덕성여자고등학교(일반고)서울특별시 종로구 안국동,3 명3 명0 명,0 명0 명0 명,3 명,
5,동성고등학교(자율형사립고)서울특별시 종로구 혜화동,2 명1 명1 명,0 명0 명0 명,2 명,
6,경신고등학교(일반고)서울특별시 종로구 혜화동,1 명0 명1 명,1 명1 명0 명,2 명,
7,경복고등학교(일반고)서울특별시 종로구 청운동,2 명1 명1 명,0 명0 명0 명,2 명,
8,중앙고등학교(자율형사립고)서울특별시 종로구 계동,1 명1 명0 명,0 명0 명0 명,1 명,
9,상명대학교사범대학부속여자고등학교(일반고)서울특별시 종로구 홍지동,1 명1 명0 명,0 명0 명0 명,1 명,
10,대신고등학교(일반고)서울특별시 종로구 행촌동,0 명0 명0 명,1 명1 명0 명,1 명,
0,하나고등학교(자율형사립고)서울특별시 은평구 진관동,54 명48 명6 명,1 명1 명0 명,55 명,
1,예일여자고등학교(일반고)서울특별시 은평구 구산동,8 명7 명1 명,0 명0 명0 명,8 명,
2,대성고등학교(자율형사립고)서울특별시 은평구 갈현동,5 명5 명0 명,0 명0 명0 명,5 명,
3,숭실고등학교(일반고)서울특별시 은평구 신사동,2 명2 명0 명,1 명1 명0 명,3 명,
4,충암고등학교(일반고)서울특별시 은평구 응암동,2 명2 명0 명,0 명0 명0 명,2 명,
