,학교명주소,서울대 계수시정시	,KAIST 계수시정시,서울대 + KAIST,서울대 계수시정시
5,선정고등학교(일반고)서울특별시 은평구 갈현동,1 명0 명1 명,1 명1 명0 명,2 명,
6,진관고등학교(일반고)서울특별시 은평구 진관동,2 명2 명0 명,0 명0 명0 명,2 명,
7,동명여자고등학교(일반고)서울특별시 은평구 대조동,1 명1 명0 명,0 명0 명0 명,1 명,
8,신도고등학교(일반고)서울특별시 은평구 진관동,1 명1 명0 명,0 명0 명0 명,1 명,
9,선일여자고등학교(일반고)서울특별시 은평구 갈현동,0 명0 명0 명,0 명0 명0 명,0 명,
0,용산고등학교(일반고)서울특별시 용산구 용산동2가,4 명4 명0 명,0 명0 명0 명,4 명,
1,중경고등학교(자율형공립고)서울특별시 용산구 이촌동,3 명3 명0 명,1 명1 명0 명,4 명,
2,오산고등학교(일반고)서울특별시 용산구 보광동,3 명3 명0 명,0 명0 명0 명,3 명,
3,배문고등학교(일반고)서울특별시 용산구 서계동,0 명0 명0 명,0 명0 명0 명,0 명,
4,성심여자고등학교(일반고)서울특별시 용산구 원효로4가,0 명0 명0 명,0 명0 명0 명,0 명,
0,장훈고등학교(자율형사립고)서울특별시 영등포구 신길동,5 명0 명5 명,0 명0 명0 명,5 명,
1,대영고등학교(자율형공립고)서울특별시 영등포구 신길동,5 명4 명1 명,0 명0 명0 명,5 명,
2,여의도고등학교(일반고)서울특별시 영등포구 여의도동,4 명3 명1 명,0 명0 명0 명,4 명,
3,관악고등학교(일반고)서울특별시 영등포구 양평동2가,4 명2 명2 명,0 명0 명0 명,4 명,
4,여의도여자고등학교(일반고)서울특별시 영등포구 여의도동,3 명3 명0 명,0 명0 명0 명,3 명,
5,선유고등학교(일반고)서울특별시 영등포구 양평동4가,0 명0 명0 명,0 명0 명0 명,0 명,
0,강서고등학교(일반고)서울특별시 양천구 목동,17 명2 명15 명,1 명1 명0 명,18 명,
1,양정고등학교(자율형사립고)서울특별시 양천구 목동,13 명2 명11 명,0 명0 명0 명,13 명,
2,신목고등학교(일반고)서울특별시 양천구 신정동,6 명4 명2 명,0 명0 명0 명,6 명,
3,목동고등학교(일반고)서울특별시 양천구 신정동,6 명2 명4 명,0 명0 명0 명,6 명,
4,한가람고등학교(자율형사립고)서울특별시 양천구 목동,6 명3 명3 명,0 명0 명0 명,6 명,
5,진명여자고등학교(일반고)서울특별시 양천구 목동,6 명3 명3 명,0 명0 명0 명,6 명,
6,양천고등학교(일반고)서울특별시 양천구 신정동,4 명3 명1 명,0 명0 명0 명,4 명,
7,백암고등학교(일반고)서울특별시 양천구 신정동,1 명1 명0 명,0 명0 명0 명,1 명,
8,광영고등학교(일반고)서울특별시 양천구 신월동,1 명0 명1 명,0 명0 명0 명,1 명,
9,금옥여자고등학교(일반고)서울특별시 양천구 신정동,1 명1 명0 명,0 명0 명0 명,1 명,
10,광영여자고등학교(일반고)서울특별시 양천구 신월동,1 명1 명0 명,0 명0 명0 명,1 명,
11,신서고등학교(일반고)서울특별시 양천구 신정동,1 명0 명1 명,0 명0 명0 명,1 명,
0,보인고등학교(자율형사립고)서울특별시 송파구 오금동,8 명5 명3 명,0 명0 명0 명,8 명,
1,보성고등학교(일반고)서울특별시 송파구 방이동,6 명3 명3 명,1 명1 명0 명,7 명,
2,잠신고등학교(일반고)서울특별시 송파구 잠실동,6 명2 명4 명,1 명1 명0 명,7 명,
3,영동일고등학교(일반고)서울특별시 송파구 잠실동,5 명3 명2 명,0 명0 명0 명,5 명,
4,창덕여자고등학교(일반고)서울특별시 송파구 방이동,5 명2 명3 명,0 명0 명0 명,5 명,
5,정신여자고등학교(일반고)서울특별시 송파구 잠실동,5 명5 명0 명,0 명0 명0 명,5 명,
6,오금고등학교(일반고)서울특별시 송파구 오금동,4 명4 명0 명,0 명0 명0 명,4 명,
7,잠실여자고등학교(일반고)서울특별시 송파구 송파동,3 명3 명0 명,0 명0 명0 명,3 명,
8,배명고등학교(일반고)서울특별시 송파구 삼전동,3 명3 명0 명,0 명0 명0 명,3 명,
9,영파여자고등학교(일반고)서울특별시 송파구 풍납동,2 명2 명0 명,0 명0 명0 명,2 명,
10,잠실고등학교(일반고)서울특별시 송파구 신천동,2 명1 명1 명,0 명0 명0 명,2 명,
11,방산고등학교(일반고)서울특별시 송파구 방이동,2 명1 명1 명,0 명0 명0 명,2 명,
12,가락고등학교(일반고)서울특별시 송파구 송파동,2 명1 명1 명,0 명0 명0 명,2 명,
13,문정고등학교(일반고)서울특별시 송파구 문정동,2 명2 명0 명,0 명0 명0 명,2 명,
14,잠일고등학교(일반고)서울특별시 송파구 잠실동,2 명0 명2 명,0 명0 명0 명,2 명,
15,서울체육고등학교(체육고)서울특별시 송파구 방이동,0 명0 명0 명,0 명0 명0 명,0 명,
0,대일외국어고등학교(외국어고)서울특별시 성북구 정릉동,31 명27 명4 명,0 명0 명0 명,31 명,
1,홍익대학교사범대학부속고등학교(일반고)서울특별시 성북구 성북동,4 명4 명0 명,0 명0 명0 명,4 명,
2,서울대학교사범대학부설고등학교(일반고)서울특별시 성북구 종암동,3 명3 명0 명,0 명0 명0 명,3 명,
3,용문고등학교(일반고)서울특별시 성북구 안암동2가,1 명0 명1 명,2 명1 명1 명,3 명,
4,성신여자고등학교(일반고)서울특별시 성북구 돈암동,1 명1 명0 명,0 명0 명0 명,1 명,
5,한성여자고등학교(일반고)서울특별시 성북구 삼선동2가,1 명1 명0 명,0 명0 명0 명,1 명,
6,계성고등학교(일반고)서울특별시 성북구 길음동,1 명1 명0 명,0 명0 명0 명,1 명,
7,고려대학교사범대학부속고등학교(일반고)서울특별시 성북구 정릉동,0 명0 명0 명,0 명0 명0 명,0 명,
8,석관고등학교(일반고)서울특별시 성북구 석관동,0 명0 명0 명,0 명0 명0 명,0 명,
0,한양대학교사범대학부속고등학교(자율형사립고)서울특별시 성동구 사근동,4 명2 명2 명,0 명0 명0 명,4 명,
1,무학여자고등학교(일반고)서울특별시 성동구 행당동,1 명1 명0 명,0 명0 명0 명,1 명,
2,덕수고등학교(일반고)서울특별시 성동구 행당동,1 명1 명0 명,0 명0 명0 명,1 명,
3,성수고등학교(일반고)서울특별시 성동구 성수동1가,0 명0 명0 명,1 명1 명0 명,1 명,
0,세화고등학교(자율형사립고)서울특별시 서초구 반포동,27 명6 명21 명,0 명0 명0 명,27 명,
1,서울고등학교(일반고)서울특별시 서초구 서초동,21 명14 명7 명,0 명0 명0 명,21 명,
2,반포고등학교(일반고)서울특별시 서초구 반포동,14 명9 명5 명,1 명1 명0 명,15 명,
3,세화여자고등학교(자율형사립고)서울특별시 서초구 반포동,14 명5 명9 명,0 명0 명0 명,14 명,
4,상문고등학교(일반고)서울특별시 서초구 방배동,11 명10 명1 명,0 명0 명0 명,11 명,
5,서초고등학교(일반고)서울특별시 서초구 서초동,8 명6 명2 명,1 명1 명0 명,9 명,
6,양재고등학교(일반고)서울특별시 서초구 서초동,8 명6 명2 명,0 명0 명0 명,8 명,
7,서문여자고등학교(일반고)서울특별시 서초구 방배동,5 명3 명2 명,0 명0 명0 명,5 명,
8,동덕여자고등학교(일반고)서울특별시 서초구 방배동,4 명3 명1 명,0 명0 명0 명,4 명,
9,언남고등학교(일반고)서울특별시 서초구 양재동,1 명0 명1 명,0 명0 명0 명,1 명,
0,한성과학고등학교(과학고)서울특별시 서대문구 현저동,15 명14 명1 명,35 명35 명0 명,50 명,
1,이화여자대학교사범대학부속이화금란고등학교(자율형사립고)서울특별시 서대문구 대신동,6 명5 명1 명,0 명0 명0 명,6 명,
2,명지고등학교(일반고)서울특별시 서대문구 홍은동,4 명4 명0 명,0 명0 명0 명,4 명,
3,인창고등학교(일반고)서울특별시 서대문구 충정로2가,3 명3 명0 명,0 명0 명0 명,3 명,
4,한성고등학교(일반고)서울특별시 서대문구 북아현동,2 명2 명0 명,0 명0 명0 명,2 명,
5,중앙여자고등학교(일반고)서울특별시 서대문구 북아현동,2 명2 명0 명,0 명0 명0 명,2 명,
6,가재울고등학교(일반고)서울특별시 서대문구 북가좌동,0 명0 명0 명,1 명1 명0 명,1 명,
0,숭문고등학교(자율형사립고)서울특별시 마포구 대흥동,4 명1 명3 명,0 명0 명0 명,4 명,
1,홍익대학교사범대학부속여자고등학교(일반고)서울특별시 마포구 성산동,3 명3 명0 명,0 명0 명0 명,3 명,
2,광성고등학교(일반고)서울특별시 마포구 신수동,2 명2 명0 명,0 명0 명0 명,2 명,
3,경성고등학교(일반고)서울특별시 마포구 연남동,2 명2 명0 명,0 명0 명0 명,2 명,
4,서울여자고등학교(자율고)서울특별시 마포구 염리동,2 명2 명0 명,0 명0 명0 명,2 명,
5,상암고등학교(자율형공립고)서울특별시 마포구 상암동,1 명1 명0 명,0 명0 명0 명,1 명,
0,경문고등학교(자율형사립고)서울특별시 동작구 동작동,9 명3 명6 명,0 명0 명0 명,9 명,
1,숭의여자고등학교(일반고)서울 동작구 대방동,4 명2 명2 명,0 명0 명0 명,4 명,
2,성남고등학교(일반고)서울특별시 동작구 대방동,2 명2 명0 명,0 명0 명0 명,2 명,
3,수도여자고등학교(일반고)서울특별시 동작구 신대방동,2 명2 명0 명,0 명0 명0 명,2 명,
4,동작고등학교(일반고)서울특별시 동작구 사당동,1 명1 명0 명,0 명0 명0 명,1 명,
5,영등포고등학교(일반고)서울특별시 동작구 대방동,0 명0 명0 명,0 명0 명0 명,0 명,
0,경희고등학교(자율형사립고)서울특별시 동대문구 회기동,3 명1 명2 명,0 명0 명0 명,3 명,
1,대광고등학교(자율형사립고)서울특별시 동대문구 신설동,3 명1 명2 명,0 명0 명0 명,3 명,
2,동국대학교사범대학부속고등학교(일반고)서울특별시 동대문구 장안동,2 명1 명1 명,0 명0 명0 명,2 명,
3,경희여자고등학교(일반고)서울특별시 동대문구 회기동,2 명2 명0 명,0 명0 명0 명,2 명,
4,휘경여자고등학교(일반고)서울특별시 동대문구 휘경동,1 명1 명0 명,0 명0 명0 명,1 명,
5,해성여자고등학교(일반고)서울특별시 동대문구 전농동,0 명0 명0 명,0 명0 명0 명,0 명,
6,청량고등학교(자율형공립고)서울특별시 동대문구 청량리동,0 명0 명0 명,0 명0 명0 명,0 명,
7,휘봉고등학교(일반고)서울특별시 동대문구 휘경동,0 명0 명0 명,0 명0 명0 명,0 명,
0,선덕고등학교(자율형사립고)서울특별시 도봉구 쌍문동,11 명3 명8 명,0 명0 명0 명,11 명,
1,창동고등학교(일반고)서울특별시 도봉구 창1동,2 명2 명0 명,1 명1 명0 명,3 명,
2,정의여자고등학교(일반고)서울특별시 도봉구 쌍문동,1 명0 명1 명,1 명1 명0 명,2 명,
3,서울외국어고등학교(외국어고)서울특별시 도봉구 창동,2 명2 명0 명,0 명0 명0 명,2 명,
4,누원고등학교(일반고)서울특별시 도봉구 도봉동,2 명0 명2 명,0 명0 명0 명,2 명,
5,자운고등학교(일반고)서울특별시 도봉구 창동,1 명0 명1 명,0 명0 명0 명,1 명,
6,효문고등학교(일반고)서울특별시 도봉구 쌍문동,0 명0 명0 명,0 명0 명0 명,0 명,
7,도봉고등학교(일반고)서울특별시 도봉구 도봉동,0 명0 명0 명,0 명0 명0 명,0 명,
0,대진고등학교(서울)(일반고)서울특별시 노원구 하계동,9 명5 명4 명,1 명1 명0 명,10 명,
1,서라벌고등학교(일반고)서울특별시 노원구 중계동,7 명4 명3 명,0 명0 명0 명,7 명,
2,청원고등학교(일반고)서울특별시 노원구 상계동,6 명5 명1 명,1 명1 명0 명,7 명,
3,대진여자고등학교(일반고)서울특별시 노원구 중계동,6 명5 명1 명,0 명0 명0 명,6 명,
4,재현고등학교(일반고)서울특별시 노원구 중계동,4 명4 명0 명,0 명0 명0 명,4 명,
5,영신여자고등학교(일반고)서울특별시 노원구 중계동,4 명2 명2 명,0 명0 명0 명,4 명,
6,불암고등학교(일반고)서울특별시 노원구 중계동,4 명3 명1 명,0 명0 명0 명,4 명,
7,용화여자고등학교(일반고)서울특별시 노원구 상계동,4 명2 명2 명,0 명0 명0 명,4 명,
8,노원고등학교(일반고)서울특별시 노원구 상계동,1 명1 명0 명,2 명2 명0 명,3 명,
9,혜성여자고등학교(일반고)서울특별시 노원구 하계동,2 명1 명1 명,0 명0 명0 명,2 명,
10,상계고등학교(일반고)서울특별시 노원구 상계동,2 명1 명1 명,0 명0 명0 명,2 명,
11,상명고등학교(일반고)서울특별시 노원구 중계동,1 명1 명0 명,0 명0 명0 명,1 명,
12,월계고등학교(일반고)서울특별시 노원구 월계동,1 명1 명0 명,0 명0 명0 명,1 명,
13,청원여자고등학교(일반고)서울특별시 노원구 상계동,1 명1 명0 명,0 명0 명0 명,1 명,
14,한국삼육고등학교(일반고)서울특별시 노원구 공릉동,1 명1 명0 명,0 명0 명0 명,1 명,
15,수락고등학교(자율형공립고)서울특별시 노원구 상계동,0 명0 명0 명,0 명0 명0 명,0 명,
16,염광고등학교(일반고)서울특별시 노원구 월계동,0 명0 명0 명,0 명0 명0 명,0 명,
0,국립전통예술고등학교(예술고)서울특별시 금천구 시흥동,3 명3 명0 명,0 명0 명0 명,3 명,
1,문일고등학교(일반고)서울특별시 금천구 시흥동,3 명2 명1 명,0 명0 명0 명,3 명,
2,동일여자고등학교(일반고)서울특별시 금천구 시흥동,0 명0 명0 명,1 명1 명0 명,1 명,
3,독산고등학교(일반고)서울특별시 금천구 독산동,0 명0 명0 명,0 명0 명0 명,0 명,
4,금천고등학교(일반고)서울특별시 금천구 시흥동,0 명0 명0 명,0 명0 명0 명,0 명,
0,세종과학고등학교(과학고)서울특별시 구로구 궁동,15 명15 명0 명,31 명31 명0 명,46 명,
1,구로고등학교(일반고)서울특별시 구로구 구로동,1 명1 명0 명,1 명1 명0 명,2 명,
2,구현고등학교(자율형공립고)서울특별시 구로구 구로동,2 명1 명1 명,0 명0 명0 명,2 명,
3,우신고등학교(자율형사립고)서울특별시 구로구 궁동,2 명2 명0 명,0 명0 명0 명,2 명,
4,신도림고등학교(일반고)서울특별시 구로구 신도림동,1 명0 명1 명,0 명0 명0 명,1 명,
5,구일고등학교(일반고)서울특별시 구로구 구로동,1 명1 명0 명,0 명0 명0 명,1 명,
6,오류고등학교(일반고)서울특별시 구로구 궁동,0 명0 명0 명,0 명0 명0 명,0 명,
7,고척고등학교(자율형공립고)서울특별시 구로구 고척동,0 명0 명0 명,0 명0 명0 명,0 명,
0,대원외국어고등학교(외국어고)서울특별시 광진구 중곡동,55 명42 명13 명,0 명0 명0 명,55 명,
1,선화예술고등학교(예술고)서울특별시 광진구 능동,27 명27 명0 명,0 명0 명0 명,27 명,
2,광남고등학교(일반고)서울특별시 광진구 광장동,7 명4 명3 명,0 명0 명0 명,7 명,
3,대원여자고등학교(일반고)서울특별시 광진구 중곡동,6 명6 명0 명,0 명0 명0 명,6 명,
4,건국대학교사범대학부속고등학교(일반고)서울특별시 광진구 화양동,3 명3 명0 명,0 명0 명0 명,3 명,
5,대원고등학교(일반고)서울특별시 광진구 중곡동,2 명2 명0 명,0 명0 명0 명,2 명,
6,동국대학교사범대학부속여자고등학교(일반고)서울특별시 광진구 구의동,2 명2 명0 명,0 명0 명0 명,2 명,
7,광양고등학교(자율형공립고)서울특별시 광진구 자양동,0 명0 명0 명,1 명1 명0 명,1 명,
8,자양고등학교(일반고)서울특별시 광진구 자양동,0 명0 명0 명,0 명0 명0 명,0 명,
0,미림여자고등학교(자율형사립고)서울특별시 관악구 신림동,4 명3 명1 명,0 명0 명0 명,4 명,
1,성보고등학교(일반고)서울특별시 관악구 신림동,2 명2 명0 명,1 명1 명0 명,3 명,
2,서울미술고등학교(특성화고)서울특별시 관악구 봉천동,2 명2 명0 명,0 명0 명0 명,2 명,
3,구암고등학교(일반고)서울특별시 관악구 봉천동,2 명2 명0 명,0 명0 명0 명,2 명,
4,인헌고등학교(일반고)서울특별시 관악구 봉천동,2 명2 명0 명,0 명0 명0 명,2 명,
5,서울문영여자고등학교(일반고)서울특별시 관악구 봉천동,1 명1 명0 명,1 명1 명0 명,2 명,
6,남강고등학교(일반고)서울특별시 관악구 신림동,2 명1 명1 명,0 명0 명0 명,2 명,
7,당곡고등학교(자율형공립고)서울특별시 관악구 봉천동,1 명0 명1 명,0 명0 명0 명,1 명,
8,삼성고등학교(일반고)서울특별시 관악구 신림9동,1 명1 명0 명,0 명0 명0 명,1 명,
9,신림고등학교(일반고)서울특별시 관악구 신림동,1 명1 명0 명,0 명0 명0 명,1 명,
10,광신고등학교(일반고)서울특별시 관악구 신림동,1 명1 명0 명,0 명0 명0 명,1 명,
11,광신정보산업고등학교(특성화고)서울특별시 관악구 신림동,0 명0 명0 명,0 명0 명0 명,0 명,
12,서울여자상업고등학교(특성화고)서울특별시 관악구 봉천동,0 명0 명0 명,0 명0 명0 명,0 명,
13,영락고등학교(일반고)서울특별시 관악구 봉천동,0 명0 명0 명,0 명0 명0 명,0 명,
0,명덕외국어고등학교(외국어고)서울특별시 강서구 내발산동,15 명14 명1 명,0 명0 명0 명,15 명,
1,대일고등학교(일반고)서울특별시 강서구 등촌동,7 명5 명2 명,0 명0 명0 명,7 명,
2,마포고등학교(일반고)서울특별시 강서구 등촌동,6 명5 명1 명,0 명0 명0 명,6 명,
3,명덕고등학교(일반고)서울특별시 강서구 내발산동,4 명3 명1 명,0 명0 명0 명,4 명,
4,덕원예술고등학교(예술고)서울특별시 강서구 내발산동,4 명4 명0 명,0 명0 명0 명,4 명,
5,덕원여자고등학교(일반고)서울특별시 강서구 내발산동,4 명3 명1 명,0 명0 명0 명,4 명,
6,영일고등학교(일반고)서울특별시 강서구 등촌동,3 명1 명2 명,0 명0 명0 명,3 명,
7,수명고등학교(일반고)서울특별시 강서구 내발산동,2 명2 명0 명,0 명0 명0 명,2 명,
8,한서고등학교(일반고)서울특별시 강서구 방화동,2 명2 명0 명,0 명0 명0 명,2 명,
9,동양고등학교(일반고)서울특별시 강서구 가양동,2 명1 명1 명,0 명0 명0 명,2 명,
10,명덕여자고등학교(일반고)서울특별시 강서구 내발산동,1 명1 명0 명,0 명0 명0 명,1 명,
11,공항고등학교(일반고)서울특별시 강서구 방화동,1 명0 명1 명,0 명0 명0 명,1 명,
12,경복여자고등학교(일반고)서울특별시 강서구 등촌동,0 명0 명0 명,0 명0 명0 명,0 명,
13,화곡고등학교(일반고)서울특별시 강서구 내발산동,0 명0 명0 명,0 명0 명0 명,0 명,
14,세현고등학교(일반고)서울특별시 강서구 가양동,0 명0 명0 명,0 명0 명0 명,0 명,
15,등촌고등학교(자율형공립고)서울특별시 강서구 등촌동,0 명0 명0 명,0 명0 명0 명,0 명,
0,신일고등학교(자율형사립고)서울특별시 강북구 미아동,5 명1 명4 명,1 명0 명1 명,6 명,
1,창문여자고등학교(일반고)서울특별시 강북구 미아동,4 명4 명0 명,0 명0 명0 명,4 명,
2,영훈고등학교(일반고)서울특별시 강북구 미아동,3 명3 명0 명,0 명0 명0 명,3 명,
3,삼각산고등학교(일반고)서울특별시 강북구 미아동,0 명0 명0 명,1 명1 명0 명,1 명,
4,혜화여자고등학교(일반고)서울특별시 강북구 수유동,0 명0 명0 명,0 명0 명0 명,0 명,
0,한영외국어고등학교(외국어고)서울특별시 강동구 상일동,31 명26 명5 명,0 명0 명0 명,31 명,
1,한영고등학교(일반고)서울특별시 강동구 상일동,12 명9 명3 명,0 명0 명0 명,12 명,
2,배재고등학교(자율형사립고)서울특별시 강동구 고덕동,12 명6 명6 명,0 명0 명0 명,12 명,
3,동북고등학교(일반고)서울특별시 강동구 둔촌동,4 명2 명2 명,0 명0 명0 명,4 명,
4,상일여자고등학교(일반고)서울특별시 강동구 상일동,4 명3 명1 명,0 명0 명0 명,4 명,
5,강일고등학교(일반고)서울특별시 강동구 강일동,2 명1 명1 명,1 명1 명0 명,3 명,
6,명일여자고등학교(일반고)서울특별시 강동구 명일동,3 명3 명0 명,0 명0 명0 명,3 명,
7,둔촌고등학교(일반고)서울특별시 강동구 둔촌동,2 명2 명0 명,0 명0 명0 명,2 명,
8,강동고등학교(일반고)서울특별시 강동구 상일동,1 명1 명0 명,0 명0 명0 명,1 명,
9,광문고등학교(일반고)서울특별시 강동구 고덕동,1 명1 명0 명,0 명0 명0 명,1 명,
10,성덕고등학교(일반고)서울특별시 강동구 천호동,0 명0 명0 명,0 명0 명0 명,0 명,
0,휘문고등학교(자율형사립고)서울특별시 강남구 대치동,34 명7 명27 명,1 명1 명0 명,35 명,
1,단국대학교사범대학부속고등학교(일반고)서울특별시 강남구 대치동,25 명8 명17 명,1 명0 명1 명,26 명,
2,국립국악고등학교(예술고)서울특별시 강남구 개포동,23 명23 명0 명,0 명0 명0 명,23 명,
3,현대고등학교(자율형사립고)서울특별시 강남구 압구정동,19 명7 명12 명,1 명0 명1 명,20 명,
4,숙명여자고등학교(일반고)서울특별시 강남구 도곡동,17 명6 명11 명,0 명0 명0 명,17 명,
5,중산고등학교(일반고)서울특별시 강남구 일원동,16 명6 명10 명,1 명1 명0 명,17 명,
6,중동고등학교(자율형사립고)서울특별시 강남구 일원동,14 명5 명9 명,0 명0 명0 명,14 명,
7,경기고등학교(일반고)서울특별시 강남구 삼성동,13 명6 명7 명,0 명0 명0 명,13 명,
8,진선여자고등학교(일반고)서울특별시 강남구 역삼동,11 명6 명5 명,0 명0 명0 명,11 명,
9,경기여자고등학교(일반고)서울특별시 강남구 개포동,10 명8 명2 명,0 명0 명0 명,10 명,
10,은광여자고등학교(일반고)서울특별시 강남구 도곡동,10 명7 명3 명,0 명0 명0 명,10 명,
11,영동고등학교(일반고)서울특별시 강남구 청담동,9 명3 명6 명,0 명0 명0 명,9 명,
12,중앙대학교사범대학부속고등학교(일반고)서울특별시 강남구 도곡동,7 명6 명1 명,1 명0 명1 명,8 명,
13,개포고등학교(일반고)서울특별시 강남구 개포동,7 명4 명3 명,0 명0 명0 명,7 명,
14,청담고등학교(일반고)서울특별시 강남구 압구정동,7 명4 명3 명,0 명0 명0 명,7 명,
15,압구정고등학교(일반고)서울특별시 강남구 압구정동,6 명4 명2 명,0 명0 명0 명,6 명,
16,서울세종고등학교(일반고)서울특별시 강남구 수서동,3 명1 명2 명,0 명0 명0 명,3 명,
17,풍문고등학교(일반고)서울특별시 강남구 자곡동,2 명2 명0 명,0 명0 명0 명,2 명,
